STDR_YM,CTPRVN_NM,SIGNGU_NM,ADSTRD_NM,INDUTY_LCLAS_CODE,INDUTY_MLSFC_CODE,INDUTY_LCLAS_NM,INDUTY_MLSFC_NM,SEXDSTN_CODE,SEXDSTN,AGRDE_CODE,AGRDE,NCR_CPR_CO,CAPL_AVRG_AM,REGIST_DE,OPERTOR_NM
2012-04,서울,강남구,대치4동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-04,서울,강남구,대치4동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-04,서울,구로구,구로5동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,10000000.0,2019-10-19,KEDSYS
2012-04,서울,강서구,가양2동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,5000000.0,2019-10-19,KEDSYS
2012-04,서울,관악구,낙성대동,P,P85,교육 서비스업,교육 서비스업,M,남성,20,20대,1.0,3000000.0,2019-10-19,KEDSYS
2012-04,서울,노원구,중계본동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
2012-04,서울,동작구,신대방1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,100000000.0,2019-10-19,KEDSYS
2012-04,서울,마포구,서교동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,100000000.0,2019-10-19,KEDSYS
2012-04,서울,서초구,서초2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-04,서울,서초구,서초2동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,30000000.0,2019-10-19,KEDSYS
2012-04,서울,서초구,서초3동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,35000000.0,2019-10-19,KEDSYS
2012-04,서울,서초구,서초3동,P,P85,교육 서비스업,교육 서비스업,F,여성,20,20대,1.0,75000000.0,2019-10-19,KEDSYS
2012-04,서울,서초구,서초4동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,2.0,55000000.0,2019-10-19,KEDSYS
2012-04,서울,서초구,양재1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,5000000.0,2019-10-19,KEDSYS
2012-04,서울,성동구,행당1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
2012-04,서울,성북구,삼선동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-04,서울,송파구,방이1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-04,서울,서초구,잠원동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,2.0,128590000.0,2019-10-19,KEDSYS
2012-04,서울,서초구,잠원동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,110000000.0,2019-10-19,KEDSYS
2012-04,서울,서초구,서초1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,2.0,25000000.0,2019-10-19,KEDSYS
2012-04,서울,강남구,신사동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,30000000.0,2019-10-19,KEDSYS
2012-04,서울,강남구,청담동,P,P85,교육 서비스업,교육 서비스업,N,정보없음,50,50대,1.0,1000000.0,2019-10-19,KEDSYS
2012-04,서울,강남구,청담동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,10000000.0,2019-10-19,KEDSYS
2012-04,서울,양천구,목2동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,239865000.0,2019-10-19,KEDSYS
2012-04,서울,양천구,목2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
2012-04,서울,은평구,갈현2동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,5500000.0,2019-10-19,KEDSYS
2012-04,서울,영등포구,여의동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
2012-04,서울,중랑구,상봉2동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,20000000.0,2019-10-19,KEDSYS
2012-04,서울,서대문구,신촌동,P,P85,교육 서비스업,교육 서비스업,N,정보없음,30,30대,1.0,109700000.0,2019-10-19,KEDSYS
2012-05,서울,강남구,청담동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,20000000.0,2019-10-19,KEDSYS
2012-05,서울,강남구,청담동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,150000000.0,2019-10-19,KEDSYS
2012-05,서울,강남구,대치2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,2.0,100000000.0,2019-10-19,KEDSYS
2012-05,서울,중구,명동,P,P85,교육 서비스업,교육 서비스업,M,남성,20,20대,1.0,50000000.0,2019-10-19,KEDSYS
2012-05,서울,중구,소공동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,5000000.0,2019-10-19,KEDSYS
2012-05,서울,양천구,목4동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,20000000.0,2019-10-19,KEDSYS
2012-05,서울,양천구,신정4동,P,P85,교육 서비스업,교육 서비스업,M,남성,20,20대,1.0,1000000.0,2019-10-19,KEDSYS
2012-05,서울,용산구,원효로제1동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,0.0,2019-10-19,KEDSYS
2012-05,서울,은평구,갈현1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-05,서울,종로구,혜화동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,10000000.0,2019-10-19,KEDSYS
2012-05,서울,종로구,숭인2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,100000000.0,2019-10-19,KEDSYS
2012-05,서울,성북구,돈암제2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,100000000.0,2019-10-19,KEDSYS
2012-05,서울,송파구,삼전동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-05,서울,송파구,방이1동,P,P85,교육 서비스업,교육 서비스업,M,남성,60,60대,1.0,50000000.0,2019-10-19,KEDSYS
2012-05,서울,송파구,방이2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,60000000.0,2019-10-19,KEDSYS
2012-05,서울,서대문구,충현동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,100000000.0,2019-10-19,KEDSYS
2012-05,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,2.0,62500000.0,2019-10-19,KEDSYS
2012-05,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,3.0,46666666.0,2019-10-19,KEDSYS
2012-05,서울,강남구,일원1동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,20000000.0,2019-10-19,KEDSYS
2012-05,서울,강남구,압구정동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,35000000.0,2019-10-19,KEDSYS
2012-05,서울,강동구,성내1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,100000.0,2019-10-19,KEDSYS
2012-05,서울,강서구,염창동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-05,서울,강남구,대치4동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-05,서울,강남구,도곡2동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,500000000.0,2019-10-19,KEDSYS
2012-05,서울,종로구,종로1.2.3.4가동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,1010000000.0,2019-10-19,KEDSYS
2012-05,서울,영등포구,영등포동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,10000000.0,2019-10-19,KEDSYS
2012-05,서울,동작구,신대방1동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,3000000.0,2019-10-19,KEDSYS
2012-05,서울,마포구,합정동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,2.0,40000000.0,2019-10-19,KEDSYS
2012-05,서울,서초구,잠원동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,200000000.0,2019-10-19,KEDSYS
2012-05,서울,금천구,가산동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,5000000.0,2019-10-19,KEDSYS
2012-05,서울,금천구,가산동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,30000000.0,2019-10-19,KEDSYS
2012-05,서울,도봉구,창4동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,100000000.0,2019-10-19,KEDSYS
2012-05,서울,도봉구,창4동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-05,서울,서초구,서초4동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
2012-05,서울,성동구,사근동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
2012-05,서울,성동구,행당제1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,20000000.0,2019-10-19,KEDSYS
2012-05,서울,성동구,왕십리도선동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,10000000.0,2019-10-19,KEDSYS
2012-05,서울,성북구,석관동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,30000000.0,2019-10-19,KEDSYS
2012-05,서울,서초구,반포4동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,300000000.0,2019-10-19,KEDSYS
2012-05,서울,서초구,서초2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,100000000.0,2019-10-19,KEDSYS
2012-05,서울,서초구,서초2동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,30000000.0,2019-10-19,KEDSYS
2012-05,서울,서초구,서초2동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,200000000.0,2019-10-19,KEDSYS
2012-06,서울,중구,광희동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-06,서울,중구,회현동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,175000000.0,2019-10-19,KEDSYS
2012-06,서울,중구,을지로동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,50000000.0,2019-10-19,KEDSYS
2012-06,서울,강남구,신사동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,10000000.0,2019-10-19,KEDSYS
2012-06,서울,성동구,행당1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-06,서울,성북구,삼선동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,10000000.0,2019-10-19,KEDSYS
2012-06,서울,성북구,길음1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,120000000.0,2019-10-19,KEDSYS
2012-06,서울,서초구,잠원동,P,P85,교육 서비스업,교육 서비스업,M,남성,60,60대,1.0,10000000.0,2019-10-19,KEDSYS
2012-06,서울,서초구,반포1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-06,서울,서초구,반포4동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-06,서울,서초구,서초1동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,880000000.0,2019-10-19,KEDSYS
2012-06,서울,서초구,서초3동,P,P85,교육 서비스업,교육 서비스업,F,여성,20,20대,1.0,50000000.0,2019-10-19,KEDSYS
2012-06,서울,서초구,서초3동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,50000000.0,2019-10-19,KEDSYS
2012-06,서울,송파구,가락2동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,10000000.0,2019-10-19,KEDSYS
2012-06,서울,송파구,방이1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,80000000.0,2019-10-19,KEDSYS
2012-06,서울,양천구,목1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,42000000.0,2019-10-19,KEDSYS
2012-06,서울,양천구,신월3동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,10000000.0,2019-10-19,KEDSYS
2012-06,서울,양천구,신정2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,5000000.0,2019-10-19,KEDSYS
2012-06,서울,양천구,신정4동,P,P85,교육 서비스업,교육 서비스업,M,남성,60,60대,1.0,10000000.0,2019-10-19,KEDSYS
2012-06,서울,용산구,효창동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
2012-06,서울,종로구,종로1.2.3.4가동,P,P85,교육 서비스업,교육 서비스업,M,남성,60,60대,1.0,30000000.0,2019-10-19,KEDSYS
2012-06,서울,영등포구,여의동,P,P85,교육 서비스업,교육 서비스업,N,정보없음,30,30대,1.0,80575000.0,2019-10-19,KEDSYS
2012-06,서울,영등포구,당산2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,20000000.0,2019-10-19,KEDSYS
2012-06,서울,영등포구,영등포동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,600000000.0,2019-10-19,KEDSYS
2012-06,서울,영등포구,당산제2동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-06,서울,강남구,삼성2동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,10000000.0,2019-10-19,KEDSYS
2012-06,서울,강남구,삼성2동,P,P85,교육 서비스업,교육 서비스업,F,여성,20,20대,1.0,20000000.0,2019-10-19,KEDSYS
2012-06,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,100000000.0,2019-10-19,KEDSYS
2012-06,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-06,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,100000000.0,2019-10-19,KEDSYS
2012-06,서울,강남구,청담동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,20000000.0,2019-10-19,KEDSYS
2012-06,서울,강남구,논현2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,71430000.0,2019-10-19,KEDSYS
2012-06,서울,강남구,논현2동,P,P85,교육 서비스업,교육 서비스업,M,남성,60,60대,2.0,25000000.0,2019-10-19,KEDSYS
2012-06,서울,구로구,고척1동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,1000000.0,2019-10-19,KEDSYS
2012-06,서울,구로구,구로3동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-06,서울,구로구,신도림동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,3000000.0,2019-10-19,KEDSYS
2012-06,서울,강동구,천호1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,150000000.0,2019-10-19,KEDSYS
2012-06,서울,강서구,발산1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-06,서울,강서구,방화2동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,30000000.0,2019-10-19,KEDSYS
2012-06,서울,동작구,노량진제1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-06,서울,마포구,상암동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,80000000.0,2019-10-19,KEDSYS
2012-06,서울,마포구,서교동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
2012-06,서울,마포구,합정동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,999900000.0,2019-10-19,KEDSYS
2012-06,서울,마포구,성산1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,80000000.0,2019-10-19,KEDSYS
2012-06,서울,노원구,상계1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-07,서울,금천구,가산동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,30000000.0,2019-10-19,KEDSYS
2012-07,서울,금천구,독산2동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,30000000.0,2019-10-19,KEDSYS
2012-07,서울,도봉구,방학2동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,5000000.0,2019-10-19,KEDSYS
2012-07,서울,도봉구,쌍문3동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,1000000.0,2019-10-19,KEDSYS
2012-07,서울,동작구,상도2동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
2012-07,서울,동작구,상도제1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,69000000.0,2019-10-19,KEDSYS
2012-07,서울,동작구,노량진제1동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,50000000.0,2019-10-19,KEDSYS
2012-07,서울,구로구,구로3동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,64000000.0,2019-10-19,KEDSYS
2012-07,서울,서초구,반포4동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,논현1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,130000000.0,2019-10-19,KEDSYS
2012-07,서울,서초구,서초2동,P,P85,교육 서비스업,교육 서비스업,F,여성,60,60대,1.0,50000000.0,2019-10-19,KEDSYS
2012-07,서울,중구,명동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,10000000.0,2019-10-19,KEDSYS
2012-07,서울,마포구,상암동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,20000000.0,2019-10-19,KEDSYS
2012-07,서울,마포구,서교동,P,P85,교육 서비스업,교육 서비스업,N,정보없음,40,40대,1.0,80000000.0,2019-10-19,KEDSYS
2012-07,서울,마포구,서교동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,2.0,5000000.0,2019-10-19,KEDSYS
2012-07,서울,마포구,서교동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,50000000.0,2019-10-19,KEDSYS
2012-07,서울,송파구,석촌동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,30000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,N,정보없음,40,40대,1.0,23000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,N,정보없음,50,50대,1.0,400000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,414000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,100000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,1000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,역삼2동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,100000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,압구정동,P,P85,교육 서비스업,교육 서비스업,M,남성,60,60대,1.0,5500000000.0,2019-10-19,KEDSYS
2012-07,서울,강동구,명일2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,100000000.0,2019-10-19,KEDSYS
2012-07,서울,송파구,방이1동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,14000000.0,2019-10-19,KEDSYS
2012-07,서울,송파구,송파1동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,100000000.0,2019-10-19,KEDSYS
2012-07,서울,송파구,가락본동,P,P85,교육 서비스업,교육 서비스업,M,남성,60,60대,1.0,30000000.0,2019-10-19,KEDSYS
2012-07,서울,서초구,서초3동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,7000000.0,2019-10-19,KEDSYS
2012-07,서울,서초구,서초4동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,500000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,논현2동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,1000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,대치2동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,30000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,대치4동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,800000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,대치4동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,10000000.0,2019-10-19,KEDSYS
2012-07,서울,강남구,삼성1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,22895000.0,2019-10-19,KEDSYS
2012-07,서울,서초구,양재1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-07,서울,성동구,성수2가제3동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,10000000.0,2019-10-19,KEDSYS
2012-07,서울,종로구,종로1.2.3.4가동,P,P85,교육 서비스업,교육 서비스업,F,여성,50,50대,1.0,1000000.0,2019-10-19,KEDSYS
2012-07,서울,종로구,종로1.2.3.4가동,P,P85,교육 서비스업,교육 서비스업,F,여성,60,60대,1.0,20000000.0,2019-10-19,KEDSYS
2012-07,서울,동대문구,장안2동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,20000000.0,2019-10-19,KEDSYS
2012-07,서울,서대문구,신촌동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,10000000.0,2019-10-19,KEDSYS
2012-07,서울,서대문구,홍은2동,P,P85,교육 서비스업,교육 서비스업,N,정보없음,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-07,서울,양천구,목5동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,2.0,105000000.0,2019-10-19,KEDSYS
2012-07,서울,양천구,목5동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,10000000.0,2019-10-19,KEDSYS
2012-07,서울,용산구,한남동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,100000000.0,2019-10-19,KEDSYS
2012-07,서울,관악구,중앙동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,30000000.0,2019-10-19,KEDSYS
2012-07,서울,용산구,이태원1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,100000000.0,2019-10-19,KEDSYS
2012-07,서울,종로구,가회동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,3000000.0,2019-10-19,KEDSYS
2012-07,서울,종로구,사직동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,5000000.0,2019-10-19,KEDSYS
2012-07,서울,종로구,사직동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,10000000.0,2019-10-19,KEDSYS
2012-07,서울,영등포구,여의동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-07,서울,영등포구,당산2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-07,서울,영등포구,영등포동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,20000000.0,2019-10-19,KEDSYS
2012-07,서울,영등포구,영등포동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,100000000.0,2019-10-19,KEDSYS
2012-08,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,N,정보없음,50,50대,1.0,1000000.0,2019-10-19,KEDSYS
2012-08,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,2.0,5050000.0,2019-10-19,KEDSYS
2012-08,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,2.0,5500000.0,2019-10-19,KEDSYS
2012-08,서울,강남구,역삼1동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
2012-08,서울,강동구,강일동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,300000000.0,2019-10-19,KEDSYS
2012-08,서울,강동구,성내1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
2012-08,서울,중구,동화동,P,P85,교육 서비스업,교육 서비스업,M,남성,60,60대,1.0,10000000.0,2019-10-19,KEDSYS
2012-08,서울,강남구,신사동,P,P85,교육 서비스업,교육 서비스업,F,여성,30,30대,1.0,50000000.0,2019-10-19,KEDSYS
2012-08,서울,강남구,대치1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-08,서울,강남구,도곡2동,P,P85,교육 서비스업,교육 서비스업,M,남성,60,60대,1.0,200000000.0,2019-10-19,KEDSYS
2012-08,서울,강남구,삼성1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
2012-08,서울,노원구,상계2동,P,P85,교육 서비스업,교육 서비스업,M,남성,30,30대,1.0,100000000.0,2019-10-19,KEDSYS
2012-08,서울,노원구,중계1동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,50000000.0,2019-10-19,KEDSYS
2012-08,서울,도봉구,창5동,P,P85,교육 서비스업,교육 서비스업,M,남성,20,20대,1.0,3000000.0,2019-10-19,KEDSYS
2012-08,서울,동작구,상도제1동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,100000000.0,2019-10-19,KEDSYS
2012-08,서울,강서구,등촌3동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-08,서울,강서구,화곡3동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,50000000.0,2019-10-19,KEDSYS
2012-08,서울,관악구,대학동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,10000000.0,2019-10-19,KEDSYS
2012-08,서울,관악구,청룡동,P,P85,교육 서비스업,교육 서비스업,M,남성,50,50대,1.0,20000000.0,2019-10-19,KEDSYS
2012-08,서울,광진구,구의3동,P,P85,교육 서비스업,교육 서비스업,F,여성,40,40대,1.0,90000000.0,2019-10-19,KEDSYS
2012-08,서울,구로구,구로2동,P,P85,교육 서비스업,교육 서비스업,M,남성,40,40대,1.0,10000000.0,2019-10-19,KEDSYS
